,ticker,recommendation date,recommendation,subsector,averageVolume10days,price_0406,price_0405,price_0204,price_1403,price_2412,free_cash_flow,short_term_debt,long_term_debt,ebitda,market_cap,sector,debt/ebitda,debt/cash,up,text,size,color
788,SBRA,2020-05-18 13:30:42,Buy,REIT—Healthcare Facilities,1946387,16.38,11.96,9.38,10.2,20.06,358.54,624.0,624.0,496.77,3110.0,Real Estate,2.5122289993357088,3.480783176214648,0.22466422466422475,Ticker:SBRA<br>Subsector:REIT—Healthcare Facilities<br>YF Recomm:Buy<br>YF Recomm Date:2020-05-18 13:30:42<br>averageVolume10days:1946387<br>Down:0.22466422466422475,4.493284493284495,#09f349
789,SAGE,2020-05-26 11:19:26,Outperform,Biotechnology,940450,36.15,39.71,26.75,38.15,74.64,-534.46,10.24,26.85,-698.86,1870.0,Healthcare,-0.05307214606645108,-0.0693971485237436,1.0647302904564317,Ticker:SAGE<br>Subsector:Biotechnology<br>YF Recomm:Outperform<br>YF Recomm Date:2020-05-26 11:19:26<br>averageVolume10days:940450<br>Down:1.0647302904564317,21.294605809128633,
791,SAIL,2020-05-20 12:19:12,Equal-Weight,Software—Infrastructure,1319662,22.67,17.39,13.91,17.67,24.04,43.54,0.0,38.03,20.38,2090.0,Technology,1.866045142296369,0.873449701423978,0.06043228936921019,Ticker:SAIL<br>Subsector:Software—Infrastructure<br>YF Recomm:Equal-Weight<br>YF Recomm Date:2020-05-20 12:19:12<br>averageVolume10days:1319662<br>Down:0.06043228936921019,1.2086457873842038,
792,SBH,2020-06-04 11:27:34,Outperform,Specialty Retail,2250700,15.67,9.49,7.25,10.79,18.04,212.66,0.0,1594.54,569.92,1720.0,Consumer Cyclical,2.7978312745648513,7.498072039875858,0.1512444160816846,Ticker:SBH<br>Subsector:Specialty Retail<br>YF Recomm:Outperform<br>YF Recomm Date:2020-06-04 11:27:34<br>averageVolume10days:2250700<br>Down:0.1512444160816846,3.024888321633692,
793,SAFM,2020-05-29 09:45:44,Hold,Packaged Foods,522200,126.06,134.56,115.11,120.19,174.72,-42.7,0.0,55.0,203.41,2730.0,Consumer Defensive,0.2703898530062436,-1.2880562060889928,0.3860066634935744,Ticker:SAFM<br>Subsector:Packaged Foods<br>YF Recomm:Hold<br>YF Recomm Date:2020-05-29 09:45:44<br>averageVolume10days:522200<br>Down:0.3860066634935744,7.7201332698714875,
795,SCSC,2020-05-12 11:37:16,Outperform,Electronics & Computer Distribution,105912,26.91,25.12,19.88,18.34,37.34,-34.34,8.68,351.83,127.91,650.0,Technology,2.8184661089828786,-10.498252766453115,0.38758825715347456,Ticker:SCSC<br>Subsector:Electronics & Computer Distribution<br>YF Recomm:Outperform<br>YF Recomm Date:2020-05-12 11:37:16<br>averageVolume10days:105912<br>Down:0.38758825715347456,7.751765143069491,
796,SLB,2020-05-26 14:02:08,Neutral,Oil & Gas Equipment & Services,14727012,22.33,16.12,12.5,16.05,39.92,3707.0,0.0,14770.0,-6829.0,27210.0,Energy,-2.1628349685166204,3.984353925006744,0.7877295118674432,Ticker:SLB<br>Subsector:Oil & Gas Equipment & Services<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-26 14:02:08<br>averageVolume10days:14727012<br>Down:0.7877295118674432,15.754590237348864,
800,SEIC,2020-04-24 15:48:11,Outperform,Asset Management,834500,60.71,49.97,44.18,51.77,65.57,502.02,9.16,38.45,548.26,8189.999999999999,Financial Services,0.08683836136139787,0.09483685908927932,0.08005270960303057,Ticker:SEIC<br>Subsector:Asset Management<br>YF Recomm:Outperform<br>YF Recomm Date:2020-04-24 15:48:11<br>averageVolume10days:834500<br>Down:0.08005270960303057,1.6010541920606114,
801,WTTR,2020-04-08 15:24:06,Neutral,Oil & Gas Equipment & Services,432550,5.92,4.29,2.94,3.39,9.3,93.81,19.32,72.14,144.44,570.0,Energy,0.6332040985876489,0.9749493657392603,0.570945945945946,Ticker:WTTR<br>Subsector:Oil & Gas Equipment & Services<br>YF Recomm:Neutral<br>YF Recomm Date:2020-04-08 15:24:06<br>averageVolume10days:432550<br>Down:0.570945945945946,11.418918918918921,
802,SIGI,2020-05-14 08:47:07,Outperform,Insurance—Property & Casualty,290150,57.18,47.74,48.27,51.18,64.97,454.94,0.4,439.54,256.6,3190.0,Financial Services,1.714497272018706,0.9670286191585704,0.13623644630989862,Ticker:SIGI<br>Subsector:Insurance—Property & Casualty<br>YF Recomm:Outperform<br>YF Recomm Date:2020-05-14 08:47:07<br>averageVolume10days:290150<br>Down:0.13623644630989862,2.7247289261979724,
803,SRE,2020-06-05 12:53:22,Buy,Utilities—Diversified,1321662,130.71,124.12,103.71,105.83,148.07,-620.0,1526.0,20785.0,3127.0,38500.0,Utilities,7.134953629677007,-35.98548387096774,0.13281309769719218,Ticker:SRE<br>Subsector:Utilities—Diversified<br>YF Recomm:Buy<br>YF Recomm Date:2020-06-05 12:53:22<br>averageVolume10days:1321662<br>Down:0.13281309769719218,2.6562619539438437,#09f349
805,SXT,2020-02-18 14:07:13,Neutral,Specialty Chemicals,555837,54.77,46.14,40.91,45.08,64.76,138.08,20.61,598.5,176.13,2180.0,Basic Materials,3.5150740929994893,4.483705098493626,0.18239912360781463,Ticker:SXT<br>Subsector:Specialty Chemicals<br>YF Recomm:Neutral<br>YF Recomm Date:2020-02-18 14:07:13<br>averageVolume10days:555837<br>Down:0.18239912360781463,3.6479824721562926,
806,SERV,2020-05-08 13:02:43,Overweight,Personal Services,1781975,34.66,33.48,25.42,29.5,38.25,217.0,70.0,1668.0,282.0,4440.0,Consumer Cyclical,6.163120567375887,8.009216589861751,0.10357761107905383,Ticker:SERV<br>Subsector:Personal Services<br>YF Recomm:Overweight<br>YF Recomm Date:2020-05-08 13:02:43<br>averageVolume10days:1781975<br>Down:0.10357761107905383,2.0715522215810767,
812,SSTK,2020-04-29 16:57:14,Hold,Internet Content & Information,221900,38.48,35.35,29.45,33.64,42.55,76.56,18.81,47.31,70.07,1330.0,Communication Services,0.9436278007706581,0.8636363636363636,0.10576923076923084,Ticker:SSTK<br>Subsector:Internet Content & Information<br>YF Recomm:Hold<br>YF Recomm Date:2020-04-29 16:57:14<br>averageVolume10days:221900<br>Down:0.10576923076923084,2.1153846153846168,
813,SLAB,2020-04-30 15:33:02,Buy,Semiconductors,743012,95.33,89.91,77.62,82.71,115.64,150.24,79.55,368.26,126.65,4140.0,Technology,3.5358073430714567,2.980630990415335,0.21304940732193445,Ticker:SLAB<br>Subsector:Semiconductors<br>YF Recomm:Buy<br>YF Recomm Date:2020-04-30 15:33:02<br>averageVolume10days:743012<br>Down:0.21304940732193445,4.260988146438689,#09f349
814,SMPL,2020-02-10 11:26:54,Buy,Packaged Foods,1367912,17.43,18.2,17.9,16.89,27.79,72.0,0.68,190.26,81.81,1690.0,Consumer Defensive,2.333944505561667,2.651944444444444,0.5943775100401607,Ticker:SMPL<br>Subsector:Packaged Foods<br>YF Recomm:Buy<br>YF Recomm Date:2020-02-10 11:26:54<br>averageVolume10days:1367912<br>Down:0.5943775100401607,11.887550200803215,#09f349
816,SINA,2020-03-10 11:26:08,Buy,Internet Content & Information,945750,33.97,32.64,30.8,31.5,38.81,48.54,78.23,884.12,295.88,2170.0,Communication Services,3.2525010139245643,19.825916769674496,0.1424786576390935,Ticker:SINA<br>Subsector:Internet Content & Information<br>YF Recomm:Buy<br>YF Recomm Date:2020-03-10 11:26:08<br>averageVolume10days:945750<br>Down:0.1424786576390935,2.84957315278187,#09f349
817,SBGI,2020-05-07 14:27:33,Underweight,Broadcasting,1417387,23.2,14.89,12.81,15.98,32.93,760.0,38.0,217.0,1621.0,1640.0,Communication Services,0.15731030228254164,0.3355263157894737,0.41939655172413803,Ticker:SBGI<br>Subsector:Broadcasting<br>YF Recomm:Underweight<br>YF Recomm Date:2020-05-07 14:27:33<br>averageVolume10days:1417387<br>Down:0.41939655172413803,8.387931034482762,
819,SKX,2020-04-24 16:05:35,Buy,Footwear & Accessories,2068487,36.09,26.27,21.61,26.43,43.96,190.44,66.23,49.18,629.96,5470.0,Consumer Cyclical,0.18320210807035367,0.606017643352237,0.21806594624549724,Ticker:SKX<br>Subsector:Footwear & Accessories<br>YF Recomm:Buy<br>YF Recomm Date:2020-04-24 16:05:35<br>averageVolume10days:2068487<br>Down:0.21806594624549724,4.361318924909945,#09f349
821,SLG,2020-05-28 10:47:44,Equal-Weight,REIT—Office,2938400,55.97,47.22,39.23,64.69,88.67,123.49,234.01,234.01,554.45,3910.0,Real Estate,0.8441157904229416,3.78994250546603,0.584241557977488,Ticker:SLG<br>Subsector:REIT—Office<br>YF Recomm:Equal-Weight<br>YF Recomm Date:2020-05-28 10:47:44<br>averageVolume10days:2938400<br>Down:0.584241557977488,11.68483115954976,
822,SMAR,2020-06-04 12:52:58,Outperform,Software—Application,4020600,46.21,53.53,40.53,38.31,43.31,-16.02,13.02,47.91,-70.47,7050.0,Technology,-0.8646232439335887,-3.8033707865168536,0.1584072711534299,Ticker:SMAR<br>Subsector:Software—Application<br>YF Recomm:Outperform<br>YF Recomm Date:2020-06-04 12:52:58<br>averageVolume10days:4020600<br>Down:0.1584072711534299,3.168145423068598,
823,SNA,2020-02-05 14:06:24,Neutral,Tools & Accessories,685150,147.81,120.41,103.41,125.19,167.3,674.6,202.9,946.9,808.8,7660.0,Industrials,1.4216122650840752,1.7044174325526236,0.13185846695081538,Ticker:SNA<br>Subsector:Tools & Accessories<br>YF Recomm:Neutral<br>YF Recomm Date:2020-02-05 14:06:24<br>averageVolume10days:685150<br>Down:0.13185846695081538,2.6371693390163076,
824,SOHU,2020-03-10 12:19:17,Neutral,Internet Content & Information,663737,8.29,7.39,5.99,8.76,11.28,-115.35,0.0,302.32,-3.59,290.0,Communication Services,-84.2116991643454,-2.620892934547031,0.3606755126658625,Ticker:SOHU<br>Subsector:Internet Content & Information<br>YF Recomm:Neutral<br>YF Recomm Date:2020-03-10 12:19:17<br>averageVolume10days:663737<br>Down:0.3606755126658625,7.21351025331725,
827,SON,2020-05-21 09:47:31,Overweight,Packaging & Containers,377025,55.56,47.27,45.06,46.62,61.33,229.92,488.23,1193.13,706.22,5280.0,Consumer Cyclical,2.3807878564753193,7.312804453723035,0.10385169186465082,Ticker:SON<br>Subsector:Packaging & Containers<br>YF Recomm:Overweight<br>YF Recomm Date:2020-05-21 09:47:31<br>averageVolume10days:377025<br>Down:0.10385169186465082,2.0770338372930164,
828,SONO,2020-05-07 15:36:07,Neutral,Consumer Electronics,1716250,11.31,9.61,8.04,8.45,14.99,97.41,8.33,24.84,42.1,1210.0,Technology,0.7878859857482186,0.3405194538548404,0.3253757736516356,Ticker:SONO<br>Subsector:Consumer Electronics<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-07 15:36:07<br>averageVolume10days:1716250<br>Down:0.3253757736516356,6.507515473032712,
829,SO,2020-05-21 15:33:34,Sell,Utilities—Regulated Electric,4587225,58.35,54.28,49.55,53.34,61.96,-1056.0,3198.0,40736.0,7740.0,62000.0,Utilities,5.676227390180879,-41.604166666666664,0.061868037703513235,Ticker:SO<br>Subsector:Utilities—Regulated Electric<br>YF Recomm:Sell<br>YF Recomm Date:2020-05-21 15:33:34<br>averageVolume10days:4587225<br>Down:0.061868037703513235,1.2373607540702647,
830,SCCO,2020-05-19 11:52:02,Buy,Copper,913187,39.48,32.15,26.38,29.12,41.94,1204.4,399.8,6541.0,3517.4,29600.0,Basic Materials,1.9732757150167737,5.762869478578545,0.06231003039513672,Ticker:SCCO<br>Subsector:Copper<br>YF Recomm:Buy<br>YF Recomm Date:2020-05-19 11:52:02<br>averageVolume10days:913187<br>Down:0.06231003039513672,1.2462006079027343,#09f349
831,LUV,2020-05-26 13:42:40,Buy,Airlines,31886500,41.98,27.56,32.04,41.28,55.04,2960.0,819.0,1846.0,4176.0,21470.0,Industrials,0.6381704980842912,0.9003378378378378,0.31110052405907584,Ticker:LUV<br>Subsector:Airlines<br>YF Recomm:Buy<br>YF Recomm Date:2020-05-26 13:42:40<br>averageVolume10days:31886500<br>Down:0.31110052405907584,6.222010481181517,#09f349
833,SP,2020-03-26 14:15:27,Buy,Specialty Business Services,165600,25.12,20.92,18.22,30.48,43.06,60.9,13.2,373.5,94.0,510.0,Industrials,4.113829787234042,6.349753694581281,0.714171974522293,Ticker:SP<br>Subsector:Specialty Business Services<br>YF Recomm:Buy<br>YF Recomm Date:2020-03-26 14:15:27<br>averageVolume10days:165600<br>Down:0.714171974522293,14.28343949044586,#09f349
834,SPR,2020-05-07 17:55:25,Hold,Aerospace & Defense,8652300,36.24,20.33,19.61,35.43,74.82,690.5,50.2,2984.1,1016.0,2960.0,Industrials,2.9865157480314957,4.394351918899348,1.0645695364238406,Ticker:SPR<br>Subsector:Aerospace & Defense<br>YF Recomm:Hold<br>YF Recomm Date:2020-05-07 17:55:25<br>averageVolume10days:8652300<br>Down:1.0645695364238406,21.291390728476813,
835,SAVE,2020-05-18 15:27:10,Outperform,Airlines,49556087,25.06,12.9,11.32,15.08,41.03,216.78,258.85,1960.45,734.97,1530.0,Industrials,3.0195790304366166,10.237568041332228,0.637270550678372,Ticker:SAVE<br>Subsector:Airlines<br>YF Recomm:Outperform<br>YF Recomm Date:2020-05-18 15:27:10<br>averageVolume10days:49556087<br>Down:0.637270550678372,12.745411013567441,
839,FLOW,2020-05-14 12:22:46,Equal-Weight,Specialty Industrial Machinery,287037,38.16,30.22,26.43,26.24,49.46,144.8,0.1,693.7,154.0,1650.0,Industrials,4.505194805194805,4.791436464088398,0.29612159329140475,Ticker:FLOW<br>Subsector:Specialty Industrial Machinery<br>YF Recomm:Equal-Weight<br>YF Recomm Date:2020-05-14 12:22:46<br>averageVolume10days:287037<br>Down:0.29612159329140475,5.922431865828095,
842,SXI,2020-04-24 16:06:59,Buy,Specialty Industrial Machinery,61825,62.9,46.59,45.48,45.98,79.53,73.35,0.0,197.61,109.0,720.0,Industrials,1.812935779816514,2.694069529652352,0.26438791732909395,Ticker:SXI<br>Subsector:Specialty Industrial Machinery<br>YF Recomm:Buy<br>YF Recomm Date:2020-04-24 16:06:59<br>averageVolume10days:61825<br>Down:0.26438791732909395,5.287758346581879,#09f349
843,SWK,2020-06-04 12:01:15,Neutral,Tools & Accessories,1640237,150.64,103.36,91.62,108.49,164.97,768.8,2.5,3819.8,1538.2,21260.0,Industrials,2.484917435964114,4.971774193548388,0.09512745618693574,Ticker:SWK<br>Subsector:Tools & Accessories<br>YF Recomm:Neutral<br>YF Recomm Date:2020-06-04 12:01:15<br>averageVolume10days:1640237<br>Down:0.09512745618693574,1.9025491237387149,
844,SBUX,2020-04-30 13:48:22,Buy,Restaurants,8771512,80.33,71.49,62.27,69.53,87.33,3240.4,0.0,11167.0,5527.2,92970.0,Consumer Cyclical,2.0203719785786656,3.446179484014319,0.08714054525084025,Ticker:SBUX<br>Subsector:Restaurants<br>YF Recomm:Buy<br>YF Recomm Date:2020-04-30 13:48:22<br>averageVolume10days:8771512<br>Down:0.08714054525084025,1.742810905016805,#09f349
845,STLD,2020-05-14 12:42:05,Buy,Steel,2602137,29.5,24.32,21.94,21.58,33.74,944.35,89.36,2644.99,1307.96,5720.0,Basic Materials,2.0905455824337134,2.89548366601366,0.1437288135593222,Ticker:STLD<br>Subsector:Steel<br>YF Recomm:Buy<br>YF Recomm Date:2020-05-14 12:42:05<br>averageVolume10days:2602137<br>Down:0.1437288135593222,2.874576271186444,#09f349
847,SF,2020-05-18 10:27:08,Underweight,Capital Markets,419312,55.95,41.5,38.62,42.09,61.24,421.32,180.66,1015.97,634.88,3520.0,Financial Services,1.8848128780241937,2.840192727617963,0.09454870420017869,Ticker:SF<br>Subsector:Capital Markets<br>YF Recomm:Underweight<br>YF Recomm Date:2020-05-18 10:27:08<br>averageVolume10days:419312<br>Down:0.09454870420017869,1.8909740840035738,
849,SRI,2020-05-11 11:14:50,Neutral,Auto Parts,346087,23.11,18.44,14.62,18.63,30.13,-14.96,2.67,0.45,102.76,600.0,Consumer Cyclical,0.03036200856364344,-0.20855614973262032,0.3037646040675033,Ticker:SRI<br>Subsector:Auto Parts<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-11 11:14:50<br>averageVolume10days:346087<br>Down:0.3037646040675033,6.0752920813500655,
855,SIVB,2020-05-15 14:31:57,Neutral,Banks—Regional,593862,240.15,182.35,140.01,156.67,252.16,887.7,631.41,696.47,1548.89,11330.0,Financial Services,0.8573107192892975,1.4958657204010364,0.05001041016031649,Ticker:SIVB<br>Subsector:Banks—Regional<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-15 14:31:57<br>averageVolume10days:593862<br>Down:0.05001041016031649,1.0002082032063297,
857,SYKE,2020-06-04 11:25:16,Outperform,Information Technology Services,240187,31.2,27.26,24.37,25.6,37.09,54.05,31.23,102.0,136.17,1120.0,Technology,0.9784093412645958,2.4649398704902867,0.1887820512820515,Ticker:SYKE<br>Subsector:Information Technology Services<br>YF Recomm:Outperform<br>YF Recomm Date:2020-06-04 11:25:16<br>averageVolume10days:240187<br>Down:0.1887820512820515,3.77564102564103,
859,SYF,2020-04-22 16:40:31,Market Outperform,Credit Services,9728875,26.75,18.43,14.35,23.86,35.69,8990.0,0.0,19866.0,5254.0,13830.0,Financial Services,3.7811191473163306,2.2097886540600666,0.3342056074766355,Ticker:SYF<br>Subsector:Credit Services<br>YF Recomm:Market Outperform<br>YF Recomm Date:2020-04-22 16:40:31<br>averageVolume10days:9728875<br>Down:0.3342056074766355,6.6841121495327105,
860,SNX,2020-03-25 14:25:05,Strong Buy,Information Technology Services,350775,116.03,86.12,71.62,92.36,128.61,412.5,298.97,2718.27,1185.87,5610.0,Technology,2.5443261065715466,7.314521212121211,0.10842023614582441,Ticker:SNX<br>Subsector:Information Technology Services<br>YF Recomm:Strong Buy<br>YF Recomm Date:2020-03-25 14:25:05<br>averageVolume10days:350775<br>Down:0.10842023614582441,2.1684047229164882,#E74C3C
862,SYY,2020-06-05 11:47:42,Overweight,Food Distribution,4545825,63.37,53.83,41.42,46.56,83.94,1718.82,37.32,8122.06,3115.47,30000.0,Consumer Defensive,2.6189884672296637,4.7470823006481195,0.32460154647309447,Ticker:SYY<br>Subsector:Food Distribution<br>YF Recomm:Overweight<br>YF Recomm Date:2020-06-05 11:47:42<br>averageVolume10days:4545825<br>Down:0.32460154647309447,6.492030929461889,
865,TCMD,2020-04-07 20:28:48,Buy,Medical Devices,233287,52.1,48.64,37.7,39.88,70.32,-3.48,1.45,15.13,13.73,980.0,Healthcare,1.2075746540422434,-4.764367816091955,0.3497120921305181,Ticker:TCMD<br>Subsector:Medical Devices<br>YF Recomm:Buy<br>YF Recomm Date:2020-04-07 20:28:48<br>averageVolume10days:233287<br>Down:0.3497120921305181,6.9942418426103625,#09f349
868,TTM,2020-01-27 15:27:41,Buy,Auto Manufacturers,3445175,7.35,5.61,4.11,6.09,12.49,-1255.0,7041.68,10658.32,5519.64,4340.0,Consumer Cyclical,3.206730873752636,-14.103585657370518,0.6993197278911565,Ticker:TTM<br>Subsector:Auto Manufacturers<br>YF Recomm:Buy<br>YF Recomm Date:2020-01-27 15:27:41<br>averageVolume10days:3445175<br>Down:0.6993197278911565,13.986394557823129,#09f349
869,TCS,2019-10-17 10:50:43,Neutral,Specialty Retail,339162,3.48,2.04,2.02,2.0004,4.085,21.23,7.02,254.96,89.97,150.0,Consumer Cyclical,2.9118595087251307,12.340084785680641,0.17385057471264376,Ticker:TCS<br>Subsector:Specialty Retail<br>YF Recomm:Neutral<br>YF Recomm Date:2019-10-17 10:50:43<br>averageVolume10days:339162<br>Down:0.17385057471264376,3.477011494252875,
871,FTI,2020-05-26 13:55:36,Buy,Oil & Gas Equipment & Services,12460437,9.3,7.96,6.56,6.99,20.78,394.1,495.4,3980.0,-1626.2,3860.0,Energy,-2.7520600172180543,11.356001014970818,1.2344086021505376,Ticker:FTI<br>Subsector:Oil & Gas Equipment & Services<br>YF Recomm:Buy<br>YF Recomm Date:2020-05-26 13:55:36<br>averageVolume10days:12460437<br>Down:1.2344086021505376,24.688172043010752,#09f349
874,TPX,2020-06-01 09:02:05,Overweight,"Furnishings, Fixtures & Appliances",851587,73.04,53.27,37.45,55.11,87.99,226.6,37.4,1502.6,438.8,3450.0,Consumer Cyclical,3.5095715587967184,6.7961165048543695,0.20468236582694388,"Ticker:TPX<br>Subsector:Furnishings, Fixtures & Appliances<br>YF Recomm:Overweight<br>YF Recomm Date:2020-06-01 09:02:05<br>averageVolume10days:851587<br>Down:0.20468236582694388",4.093647316538878,
876,TDC,2020-04-02 12:20:04,Buy,Information Technology Services,891225,22.08,23.14,19.73,21.39,26.99,94.0,25.0,454.0,160.0,2360.0,Technology,2.99375,5.095744680851064,0.22237318840579712,Ticker:TDC<br>Subsector:Information Technology Services<br>YF Recomm:Buy<br>YF Recomm Date:2020-04-02 12:20:04<br>averageVolume10days:891225<br>Down:0.22237318840579712,4.447463768115942,#09f349
880,TCBI,2020-06-04 12:07:52,Hold,Banks—Regional,1795737,35.45,27.05,20.45,33.44,57.89,-687.37,113.41,0.0,412.81,1450.0,Financial Services,0.27472687192655215,-0.1649911983356853,0.6330042313117066,Ticker:TCBI<br>Subsector:Banks—Regional<br>YF Recomm:Hold<br>YF Recomm Date:2020-06-04 12:07:52<br>averageVolume10days:1795737<br>Down:0.6330042313117066,12.66008462623413,
883,TXT,2020-05-01 12:26:33,Neutral,Aerospace & Defense,2033550,39.29,25.64,24.86,29.12,45.54,675.0,561.0,2563.0,1358.0,7900.0,Industrials,2.300441826215022,4.628148148148148,0.159073555612115,Ticker:TXT<br>Subsector:Aerospace & Defense<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-01 12:26:33<br>averageVolume10days:2033550<br>Down:0.159073555612115,3.1814711122423,
884,AES,2020-06-02 12:54:49,Overweight,Utilities—Diversified,7094412,14.48,12.81,12.67,12.87,19.48,61.0,0.0,0.0,2046.0,9060.0,Utilities,0.0,0.0,0.34530386740331487,Ticker:AES<br>Subsector:Utilities—Diversified<br>YF Recomm:Overweight<br>YF Recomm Date:2020-06-02 12:54:49<br>averageVolume10days:7094412<br>Down:0.34530386740331487,6.906077348066297,
886,SCHW,2020-05-21 11:40:32,Neutral,Capital Markets,12656862,44.71,35.44,32.79,33.69,48.27,8617.0,0.0,7430.0,4751.0,50870.0,Financial Services,1.5638812881498632,0.8622490425902286,0.07962424513531663,Ticker:SCHW<br>Subsector:Capital Markets<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-21 11:40:32<br>averageVolume10days:12656862<br>Down:0.07962424513531663,1.5924849027063326,
890,WMB,2020-06-01 14:24:56,Equal-Weight,Oil & Gas Midstream,10520725,21.5,19.13,13.33,15.81,23.34,1584.0,2140.0,20148.0,3635.0,25060.0,Energy,6.131499312242091,14.070707070707071,0.08558139534883713,Ticker:WMB<br>Subsector:Oil & Gas Midstream<br>YF Recomm:Equal-Weight<br>YF Recomm Date:2020-06-01 14:24:56<br>averageVolume10days:10520725<br>Down:0.08558139534883713,1.7116279069767426,
893,TIF,2019-12-09 11:41:14,Market Perform,Luxury Goods,4244287,124.05,127.07,129.34,127.27,132.82,350.3,202.8,884.1,992.3,13860.0,Consumer Cyclical,1.0953340723571503,3.1027690550956324,0.07069729947601777,Ticker:TIF<br>Subsector:Luxury Goods<br>YF Recomm:Market Perform<br>YF Recomm Date:2019-12-09 11:41:14<br>averageVolume10days:4244287<br>Down:0.07069729947601777,1.4139459895203554,
894,TKR,2020-05-04 12:18:25,Equal-Weight,Tools & Accessories,666087,47.45,36.34,29.8,34.37,56.04,219.9,9.4,1638.6,600.5,3190.0,Industrials,2.7443796835970025,7.4943155979990905,0.18103266596417278,Ticker:TKR<br>Subsector:Tools & Accessories<br>YF Recomm:Equal-Weight<br>YF Recomm Date:2020-05-04 12:18:25<br>averageVolume10days:666087<br>Down:0.18103266596417278,3.6206533192834556,
895,TJX,2020-05-27 14:05:31,Neutral,Apparel Retail,10648600,56.48,47.7,44.62,51.57,59.82,2843.42,1411.22,2236.63,5273.49,66170.0,Consumer Cyclical,0.6917335578525797,1.282909313432416,0.05913597733711051,Ticker:TJX<br>Subsector:Apparel Retail<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-27 14:05:31<br>averageVolume10days:10648600<br>Down:0.05913597733711051,1.1827195467422102,
896,TOL,2020-06-05 10:26:02,Outperform,Residential Construction,4580250,36.75,24.59,17.45,26.71,39.26,350.69,1239.49,1111.45,752.95,4540.0,Consumer Cyclical,3.1223055979812737,6.703755453534461,0.06829931972789116,Ticker:TOL<br>Subsector:Residential Construction<br>YF Recomm:Outperform<br>YF Recomm Date:2020-06-05 10:26:02<br>averageVolume10days:4580250<br>Down:0.06829931972789116,1.3659863945578232,
898,TTC,2019-12-16 14:58:56,Neutral,Tools & Accessories,781187,71.54,61.16,61.57,69.7,79.0,244.49,79.9,620.9,412.71,7460.0,Industrials,1.6980446318237987,2.8663749028590124,0.10427732736930384,Ticker:TTC<br>Subsector:Tools & Accessories<br>YF Recomm:Neutral<br>YF Recomm Date:2019-12-16 14:58:56<br>averageVolume10days:781187<br>Down:0.10427732736930384,2.085546547386077,
899,TOT,2020-03-25 09:03:03,Outperform,Oil & Gas Integrated,3491562,43.03,33.56,37.48,30.57,53.19,11339.0,13784.0,40129.0,34479.0,104850.0,Energy,1.5636474375706952,4.754652085721845,0.23611433883337196,Ticker:TOT<br>Subsector:Oil & Gas Integrated<br>YF Recomm:Outperform<br>YF Recomm Date:2020-03-25 09:03:03<br>averageVolume10days:3491562<br>Down:0.23611433883337196,4.722286776667439,
903,TDG,2020-05-27 08:52:28,Neutral,Aerospace & Defense,994162,520.0,342.43,272.54,414.72,560.79,913.88,80.21,16469.22,2159.54,25410.0,Industrials,7.663405169619456,18.108974920120804,0.07844230769230753,Ticker:TDG<br>Subsector:Aerospace & Defense<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-27 08:52:28<br>averageVolume10days:994162<br>Down:0.07844230769230753,1.5688461538461507,
910,TRIP,2020-05-21 16:49:10,Buy,Travel Services,5978675,23.17,18.72,16.67,17.08,29.89,341.0,0.0,0.0,313.0,3060.0,Consumer Cyclical,0.0,0.0,0.29003021148036257,Ticker:TRIP<br>Subsector:Travel Services<br>YF Recomm:Buy<br>YF Recomm Date:2020-05-21 16:49:10<br>averageVolume10days:5978675<br>Down:0.29003021148036257,5.800604229607251,#09f349
912,TTMI,2020-03-11 09:18:42,Neutral,Electronic Components,882250,12.25,10.92,9.64,10.11,14.93,169.36,249.97,1225.96,354.26,1260.0,Technology,4.166233839552871,8.714749645725082,0.2187755102040816,Ticker:TTMI<br>Subsector:Electronic Components<br>YF Recomm:Neutral<br>YF Recomm Date:2020-03-11 09:18:42<br>averageVolume10days:882250<br>Down:0.2187755102040816,4.375510204081632,
914,TSN,2020-06-04 11:22:46,Outperform,Farm Products,4483362,66.64,54.95,54.97,52.16,90.24,1254.0,2102.0,9830.0,3925.0,21900.0,Consumer Defensive,3.04,9.515151515151516,0.35414165666266495,Ticker:TSN<br>Subsector:Farm Products<br>YF Recomm:Outperform<br>YF Recomm Date:2020-06-04 11:22:46<br>averageVolume10days:4483362<br>Down:0.35414165666266495,7.082833133253299,
915,UDR,2020-05-26 12:24:18,Neutral,REIT—Residential,2283212,40.27,36.54,32.65,44.21,45.06,630.7,0.0,0.0,728.98,11560.0,Real Estate,0.0,0.0,0.11894710702756384,Ticker:UDR<br>Subsector:REIT—Residential<br>YF Recomm:Neutral<br>YF Recomm Date:2020-05-26 12:24:18<br>averageVolume10days:2283212<br>Down:0.11894710702756384,2.3789421405512767,
